product_id,product_name,category,description,price,image_url,image_path,lost_item_description
28,American Tourister Laptop Backpack,Bags,Royal blue Polyester backpack with padded laptop sleeve and rain cover,42.00,,images\product_028.jpg,"My Royal blue Laptop Backpack went missing near the gym, it's the one that's has my initials written somewhere on it"
29,Wildcraft Turnaround Polyester Backpack,Bags,Teal Casual backpack with padded back panel and multiple compartments,29.99,,images\product_029.jpg,"I think I dropped my Teal Polyester Backpack in the hostel lobby, it's the everyday-use kind"
30,Skybags Brat Daypack 22L,Bags,Purple Compact daypack with organizer pocket and key hook,22.00,,images\product_030.jpg,"Missing my Purple Daypack 22L since yesterday, probably in the common room, it's the standard one everyone uses"
31,Safari Polyester Travel Sling Bag,Bags,Olive Crossbody sling bag with anti-theft zip pocket,18.99,,images\product_031.jpg,"Somebody please help me find my Olive Sling Bag, I left it near the parking lot, has a small sticker on it"
32,Puma Phase Backpack II,Bags,Grey Backpack with Puma cat logo and padded handle,28.00,,images\product_032.jpg,"Can't find my Grey Backpack II, I last had it at the cricket ground, it's kind of scratched up from daily use"
33,Decathlon Kipsta 20L Sports Bag,Bags,Red Compact sports bag with shoe compartment and ventilation window,15.00,,images\product_033.jpg,"Missing my Red Sports Bag since yesterday, probably near the ATM, it's has a small sticker on it"
34,Tommy Hilfiger Mini Crossbody Bag,Bags,Mint green Faux leather small crossbody bag with TH monogram buckle,65.00,,images\product_034.jpg,"Missing my Mint green Crossbody Bag since yesterday, probably at the bus stop, it's slightly worn out but important to me"
35,Lululemon Everywhere Belt Bag,Bags,Mint green Pale pink 1L belt bag with adjustable strap,38.00,,images\product_035.jpg,"I think I dropped my Mint green Belt Bag at the canteen, it's the everyday-use kind"
36,Aristocrat Polyester Travel Backpack,Bags,Light blue Large 40L travel backpack with multiple pockets and shoe bag,35.00,,images\product_036.jpg,"Can't find my Light blue Travel Backpack, I last had it in the mechanical workshop, it's kind of scratched up from daily use"
37,Gear Campus 8 Backpack 24L,Bags,Light blue Blue and grey school backpack with padded straps,18.99,,images\product_037.jpg,"Has anyone seen a Light blue Backpack 24L? I lost it at the cricket ground, it was has my initials written somewhere on it"
38,VIP Highlander Laptop Backpack,Bags,Navy blue Water-resistant laptop backpack with USB charging port,42.00,,images\product_038.jpg,"My Navy blue Laptop Backpack went missing at the sports complex, it's the one that's slightly worn out but important to me"
39,F Gear Military Tactical Backpack,Bags,Royal blue Olive green tactical backpack with MOLLE system and rain cover,30.00,,images\product_039.jpg,"I think I dropped my Royal blue Tactical Backpack near the library, it's got it as a birthday gift"
40,Flying Machine Canvas Backpack,Bags,Beige Beige canvas casual backpack with leather trim details,45.00,,images\product_040.jpg,"Can't find my Beige Canvas Backpack, I last had it at the cricket ground, it's has a small sticker on it"
41,North Face Thermoball Eco Jacket,Clothing,Pink Lightweight puffer jacket with synthetic insulation and packable design,230.00,,images\product_041.jpg,"Left my Pink Eco Jacket near the admin block and someone might have taken it, it's the one I use for college"
42,Levi's 501 Original Fit Jeans,Clothing,"Red Medium wash blue jeans, straight leg, button fly",69.50,,images\product_042.jpg,"My Red Fit Jeans went missing in the laundry room, it's the one that's fairly common looking but mine has a tiny mark"
43,Champion Reverse Weave Hoodie,Clothing,Light blue Oxford grey pullover hoodie with embroidered C logo on sleeve,65.00,,images\product_043.jpg,"I lost my Light blue Weave Hoodie somewhere at the cricket ground, I think it was the standard one everyone uses"
44,Adidas Ultraboost 22 Running Shoes,Clothing,Mint green Running shoes with Boost midsole,190.00,,images\product_044.jpg,"I lost my Mint green Running Shoes somewhere in the art room, I think it was has a crack on one side"
45,Ray-Ban Wayfarer Classic Sunglasses,Clothing,Navy blue Sunglasses with green G-15 lenses and thick frame,163.00,,images\product_045.jpg,"I think I dropped my Navy blue Classic Sunglasses in the garden area, it's the one with a keychain attached"
46,Under Armour Tech 2.0 T-Shirt,Clothing,Teal Short sleeve training t-shirt with moisture wicking fabric,25.00,,images\product_046.jpg,"Can't find my Teal 2.0 T-Shirt, I last had it in the cafeteria, it's a bit faded but still works great"
47,Columbia Bora Bora Booney Hat,Clothing,Grey Wide-brim sun hat with adjustable chin strap and UPF 50,35.00,,images\product_047.jpg,"Can't find my Grey Booney Hat, I last had it in the hostel lobby, it's has a crack on one side"
48,Nike Dri-FIT Track Pants,Clothing,Light blue Slim-fit joggers with elastic waistband and zip pockets,55.00,,images\product_048.jpg,"My Light blue Track Pants went missing at the cricket ground, it's the one that's has a small sticker on it"
49,Uniqlo Ultra Light Down Vest,Clothing,Orange Packable down vest with snap buttons and two front pockets,49.90,,images\product_049.jpg,"I think I dropped my Orange Down Vest in the seminar hall, it's has a small sticker on it"
50,Crocs Classic Clogs,Clothing,Beige Rubber clogs with ventilation holes and pivoting heel strap,49.99,,images\product_050.jpg,"Missing my Beige Classic Clogs since yesterday, probably in the mechanical workshop, it's a little dusty but in good condition"
51,Woodland Leather Belt,Clothing,Brown Genuine leather belt with brushed metal buckle,22.00,,images\product_051.jpg,"Left my Brown Leather Belt in the garden area and someone might have taken it, it's the everyday-use kind"
52,Puma Essential Logo Tee,Clothing,Pink Cotton round neck t-shirt with large Puma logo on chest,19.99,,images\product_052.jpg,"Has anyone seen a Pink Logo Tee? I lost it near the dormitory entrance, it was the one I use for college"
53,Decathlon Kalenji Running Shorts,Clothing,Royal blue Lightweight running shorts with inner brief and zip pocket,12.99,,images\product_053.jpg,"Somebody please help me find my Royal blue Running Shorts, I left it at the food court, the everyday-use kind"
54,H&M Denim Jacket,Clothing,Navy blue Light wash blue denim jacket with button closure and chest pockets,39.99,,images\product_054.jpg,"Can't find my Navy blue Denim Jacket, I last had it near the parking lot, it's a bit faded but still works great"
55,New Balance 574 Sneakers,Clothing,Yellow Classic retro sneakers with suede and mesh upper,84.99,,images\product_055.jpg,"Left my Yellow 574 Sneakers near the library and someone might have taken it, it's a little dusty but in good condition"
56,Zara Oversized Blazer,Clothing,Purple Structured oversized blazer with peak lapels,79.90,,images\product_056.jpg,"Can't find my Purple Oversized Blazer, I last had it near the parking lot, it's kind of scratched up from daily use"
57,Gap Classic Khaki Chinos,Clothing,White Straight fit chino pants with wrinkle-free finish,44.99,,images\product_057.jpg,"I lost my White Khaki Chinos somewhere near the parking lot, I think it was pretty new, bought it last month"
58,U.S. Polo Assn. Polo T-Shirt,Clothing,Yellow Cotton polo t-shirt with embroidered logo,24.99,,images\product_058.jpg,"Left my Yellow Polo T-Shirt at the bus stop and someone might have taken it, it's the everyday-use kind"
59,Allen Solly Formal Shirt,Clothing,Silver White cotton formal shirt with spread collar,29.99,,images\product_059.jpg,"Left my Silver Formal Shirt in the washroom and someone might have taken it, it's has a crack on one side"
60,Reebok Classic Leather Sneakers,Clothing,Light blue White leather low-top sneakers with gum sole,75.00,,images\product_060.jpg,"Somebody please help me find my Light blue Leather Sneakers, I left it near the gym, got it as a birthday gift"
61,Calculus Early Transcendentals 8th Ed,Books,"Teal James Stewart calculus textbook, hard cover, blue and white",150.00,,images\product_061.jpg,"Missing my Teal 8th Ed since yesterday, probably in the dance studio, it's has a crack on one side"
62,Introduction to Algorithms (CLRS),Books,"Brown Cormen et al, hardcover, maroon/dark red cover, 1292 pages",85.00,,images\product_062.jpg,"Missing my Brown to Algorithms since yesterday, probably in the lecture hall, it's pretty new, bought it last month"
63,The Great Gatsby - F. Scott Fitzgerald,Books,"Olive Paperback, classic blue cover with gold lettering and art deco eyes",9.99,,images\product_063.jpg,"Somebody please help me find my Olive Great Gatsby, I left it in the common room, slightly worn out but important to me"
64,Organic Chemistry by Klein,Books,White 3rd edition textbook with green cover and molecular diagrams,120.00,,images\product_064.jpg,"Can't find my White Organic Chemistry, I last had it in the washroom, it's the one I use for college"
65,Psychology 101 Textbook,Books,"White Introduction to Psychology, 4th edition, purple cover with brain illustration",95.00,,images\product_065.jpg,"Has anyone seen a White 101 Textbook? I lost it near the dormitory entrance, it was got it as a birthday gift"
66,Moleskine Classic Notebook Large,Books,"Navy blue Hardcover ruled notebook, 5x8.25 inches, elastic band closure",19.95,,images\product_066.jpg,"Left my Navy blue Notebook Large near the parking lot and someone might have taken it, it's a bit faded but still works great"
67,Harry Potter and the Prisoner of Azkaban,Books,"Light blue Paperback, illustrated cover with Buckbeak the hippogriff",12.99,,images\product_067.jpg,"Missing my Light blue of Azkaban since yesterday, probably at the canteen, it's has a small sticker on it"
68,Engineering Mechanics by R.S. Khurmi,Books,"Dark green Hardcover engineering mechanics textbook, 800 pages",12.00,,images\product_068.jpg,"Left my Dark green Engineering Mechanics in the auditorium and someone might have taken it, it's has a crack on one side"
69,Digital Logic by Morris Mano,Books,"Grey Soft cover digital design textbook, 5th edition",55.00,,images\product_069.jpg,"Can't find my Grey Digital Logic, I last had it at the canteen, it's fairly common looking but mine has a tiny mark"
70,Let Us C by Yashavant Kanetkar,Books,"White Paperback C programming guide, 16th edition",7.99,,images\product_070.jpg,"I lost my White Us C somewhere near the ATM, I think it was the everyday-use kind"
71,Sapiens by Yuval Noah Harari,Books,"Grey Paperback with brown/beige cover, a brief history of humankind",14.99,,images\product_071.jpg,"Left my Grey Sapiens in the garden area and someone might have taken it, it's fairly common looking but mine has a tiny mark"
72,Atomic Habits by James Clear,Books,Dark green White cover paperback with bold orange and black title text,16.99,,images\product_072.jpg,"Somebody please help me find my Dark green Atomic Habits, I left it in the common room, has a crack on one side"
73,Oxford Advanced Learner's Dictionary,Books,"Brown Hardcover English dictionary, 10th edition, 1900 pages",30.00,,images\product_073.jpg,"I lost my Brown Learner's Dictionary somewhere in the mechanical workshop, I think it was slightly worn out but important to me"
74,Data Structures Using C by Reema Thareja,Books,Dark green Grey and orange textbook on data structures,9.50,,images\product_074.jpg,"Missing my Dark green Using C since yesterday, probably near the dormitory entrance, it's kind of scratched up from daily use"
75,Rich Dad Poor Dad by Robert Kiyosaki,Books,Silver Purple paperback personal finance book with gold lettering,11.99,,images\product_075.jpg,"Somebody please help me find my Silver Poor Dad, I left it in the garden area, fairly common looking but mine has a tiny mark"
76,The Alchemist by Paulo Coelho,Books,"Pink Paperback with desert illustration, philosophical novel",10.99,,images\product_076.jpg,"Somebody please help me find my Pink The Alchemist, I left it in the common room, got it as a birthday gift"
77,Thinking Fast and Slow by Daniel Kahneman,Books,Red White paperback on psychology and decision-making,15.99,,images\product_077.jpg,"Left my Red and Slow in the student center and someone might have taken it, it's has my initials written somewhere on it"
78,Clean Code by Robert C. Martin,Books,"White Hardcover with blue cover, software craftsmanship guide",39.99,,images\product_078.jpg,"I lost my White Clean Code somewhere at the basketball court, I think it was got it as a birthday gift"
79,The Art of War by Sun Tzu,Books,"Yellow Small paperback, classic military strategy text",6.99,,images\product_079.jpg,"Somebody please help me find my Yellow of War, I left it in the cafeteria, kind of scratched up from daily use"
80,Operating System Concepts by Silberschatz,Books,"Beige Yellow cover hardcover OS textbook, 10th edition",89.99,,images\product_080.jpg,"My Beige System Concepts went missing in the garden area, it's the one that's medium-sized, nothing fancy"
81,Hydro Flask 32oz Water Bottle,Accessories,White Insulated stainless steel water bottle with straw lid,44.95,,images\product_081.jpg,"My White Water Bottle went missing near the main gate, it's the one that's pretty new, bought it last month"
82,Apple Watch SE 2nd Gen,Accessories,Grey Space grey aluminum 44mm smartwatch with sport band,279.00,,images\product_082.jpg,"Left my Grey 2nd Gen in the reading room and someone might have taken it, it's pretty new, bought it last month"
83,Fossil Grant Chronograph Watch,Accessories,Maroon Brown leather strap analog watch with Roman numerals,99.99,,images\product_083.jpg,"Left my Maroon Chronograph Watch in the lecture hall and someone might have taken it, it's the standard one everyone uses"
84,Oakley Holbrook Sunglasses,Accessories,Purple Sport sunglasses with Prizm grey polarized lenses,186.00,,images\product_084.jpg,"Can't find my Purple Holbrook Sunglasses, I last had it in the reading room, it's kind of scratched up from daily use"
85,Tile Mate Bluetooth Tracker,Accessories,"Charcoal Small square Bluetooth item finder, attaches to keys",24.99,,images\product_085.jpg,"Has anyone seen a Charcoal Bluetooth Tracker? I lost it in the washroom, it was a little dusty but in good condition"
86,Anker USB-C to USB-C Cable 6ft,Accessories,"Silver Braided USB-C charging cable, 6 feet, 100W PD",13.99,,images\product_086.jpg,"Has anyone seen a Silver Cable 6ft? I lost it in the student center, it was the one I use for college"
87,Nalgene Wide Mouth 32oz Bottle,Accessories,Teal Translucent BPA-free water bottle with loop-top cap,14.99,,images\product_087.jpg,"My Teal 32oz Bottle went missing in the auditorium, it's the one that's slightly worn out but important to me"
88,Boat Bassheads 100 Wired Earphones,Accessories,"Pink In-ear wired earphones with mic, 3.5mm jack",6.99,,images\product_088.jpg,"Can't find my Pink Wired Earphones, I last had it at the canteen, it's the one with a keychain attached"
89,Fastrack UV Protected Aviator Sunglasses,Accessories,Black Metal frame aviator sunglasses with tinted lenses,18.00,,images\product_089.jpg,"Can't find my Black Aviator Sunglasses, I last had it at the canteen, it's a little dusty but in good condition"
90,Milton Thermosteel Flask 500ml,Accessories,Grey Stainless steel vacuum flask with screw lid,12.00,,images\product_090.jpg,"I think I dropped my Grey Flask 500ml in the seminar hall, it's a bit faded but still works great"
91,Skullcandy Ink'd Wired Earbuds,Accessories,Red Wired earbuds with in-line mic and noise isolation,15.99,,images\product_091.jpg,"Can't find my Red Wired Earbuds, I last had it in the garden area, it's the one with a keychain attached"
92,Casio A168WA Classic Digital Watch,Accessories,Teal Retro digital watch with stainless steel band,29.00,,images\product_092.jpg,"My Teal Digital Watch went missing in the laundry room, it's the one that's has my initials written somewhere on it"
93,Rain Umbrella Compact Folding,Accessories,Royal blue Automatic open/close compact umbrella with windproof frame,14.99,,images\product_093.jpg,"I think I dropped my Royal blue Compact Folding near the admin block, it's the everyday-use kind"
94,Cello Duro Tuff Steel Water Bottle 900ml,Accessories,Mint green Blue stainless steel water bottle with copper lining,9.99,,images\product_094.jpg,"I lost my Mint green Bottle 900ml somewhere in the dance studio, I think it was the one I use for college"
95,Wildcraft Polyester Wallet,Accessories,Light blue Grey trifold wallet with Velcro closure and coin pocket,10.00,,images\product_095.jpg,"Can't find my Light blue Polyester Wallet, I last had it at the sports complex, it's the standard one everyone uses"
96,Mi Compact Bluetooth Speaker 2,Accessories,Red Small round Bluetooth speaker with aluminium body,14.99,,images\product_096.jpg,"Can't find my Red Speaker 2, I last had it in the auditorium, it's pretty new, bought it last month"
97,Noise ColorFit Pulse Smartwatch,Accessories,Light blue Square dial smartwatch with SpO2 and heart rate monitor,34.99,,images\product_097.jpg,"I think I dropped my Light blue Pulse Smartwatch near the gym, it's has my initials written somewhere on it"
98,Titan Raga Women's Watch,Accessories,Mint green Gold-toned analog watch with bracelet style strap,65.00,,images\product_098.jpg,"Has anyone seen a Mint green Women's Watch? I lost it in the student center, it was got it as a birthday gift"
99,Philips SHB1505 Bluetooth Earphones,Accessories,Brown Neckband style wireless earphones with inline mic,19.99,,images\product_099.jpg,"I think I dropped my Brown Bluetooth Earphones in the washroom, it's the one I use for college"
100,Cross ATX Ballpoint Pen,Accessories,Beige Chrome ballpoint pen with twist mechanism and gift box,35.00,,images\product_100.jpg,"I lost my Beige Ballpoint Pen somewhere in the chemistry lab, I think it was has my initials written somewhere on it"
101,Wilson NCAA Official Basketball,Sports Equipment,"Grey Composite leather indoor/outdoor basketball, size 7",29.99,,images\product_101.jpg,"I think I dropped my Grey Official Basketball near the ATM, it's slightly worn out but important to me"
102,Yonex Nanoray 10F Badminton Racket,Sports Equipment,White Lightweight badminton racket with isometric head,34.99,,images\product_102.jpg,"My White Badminton Racket went missing near the library, it's the one that's the one with a keychain attached"
103,Speedo Vanquisher 2.0 Swim Goggles,Sports Equipment,Silver Clear lens swim goggles with anti-fog coating,20.00,,images\product_103.jpg,"Somebody please help me find my Silver Swim Goggles, I left it in the computer lab, got it as a birthday gift"
104,Nike Flight Premium Match Soccer Ball,Sports Equipment,"Light blue Aerodynamic soccer ball, FIFA quality approved",49.99,,images\product_104.jpg,"I lost my Light blue Soccer Ball somewhere by the vending machine, I think it was slightly worn out but important to me"
105,Manduka PRO Yoga Mat,Sports Equipment,Navy blue 6mm thick professional yoga mat with dense cushioning,120.00,,images\product_105.jpg,"My Navy blue Yoga Mat went missing at the bus stop, it's the one that's the standard one everyone uses"
106,TaylorMade RBZ SpeedLite Golf Club Set,Sports Equipment,Light blue 11-piece golf club set with stand bag,599.99,,images\product_106.jpg,"Has anyone seen a Light blue Club Set? I lost it in the cafeteria, it was medium-sized, nothing fancy"
107,Everlast Pro Style Training Gloves,Sports Equipment,Purple 14oz boxing gloves with mesh palm,29.99,,images\product_107.jpg,"Missing my Purple Training Gloves since yesterday, probably in the seminar hall, it's has a small sticker on it"
108,Cosco Cricket Bat Kashmir Willow,Sports Equipment,Red Full size cricket bat with cane handle and rubber grip,22.00,,images\product_108.jpg,"Has anyone seen a Red Kashmir Willow? I lost it in the cafeteria, it was has my initials written somewhere on it"
109,Nivia Storm Football Size 5,Sports Equipment,"White Machine stitched football, regulation size 5",12.00,,images\product_109.jpg,"Left my White Size 5 at the food court and someone might have taken it, it's the one with a keychain attached"
110,Li-Ning Smash XP 90 II Badminton Racket,Sports Equipment,Teal Isometric frame badminton racket with full cover,18.99,,images\product_110.jpg,"Has anyone seen a Teal Badminton Racket? I lost it in the washroom, it was pretty new, bought it last month"
111,Strauss Yoga Block EVA Foam,Sports Equipment,"Light blue EVA foam yoga block, 9x6x4 inches, lightweight",8.99,,images\product_111.jpg,"Missing my Light blue EVA Foam since yesterday, probably at the food court, it's medium-sized, nothing fancy"
112,Decathlon Artengo Table Tennis Bat,Sports Equipment,Mint green 3-star table tennis paddle with flared grip,14.00,,images\product_112.jpg,"Left my Mint green Tennis Bat in the hostel lobby and someone might have taken it, it's has a small sticker on it"
113,Nivia Heavy Tennis Ball Pack of 6,Sports Equipment,Dark green Heavy-weight cricket practice tennis balls,5.99,,images\product_113.jpg,"My Dark green of 6 went missing in the dance studio, it's the one that's fairly common looking but mine has a tiny mark"
114,Vector X Wrist Support Band,Sports Equipment,Charcoal Elastic wrist support wrap with thumb loop,4.99,,images\product_114.jpg,"Has anyone seen a Charcoal Support Band? I lost it near the library, it was has a small sticker on it"
115,Kookaburra Kahuna Cricket Gloves,Sports Equipment,Charcoal Batting gloves with reinforced finger protection,35.00,,images\product_115.jpg,"Left my Charcoal Cricket Gloves in the dance studio and someone might have taken it, it's the one I use for college"
116,Adidas Finale UEFA Champions League Ball,Sports Equipment,Silver Official replica match ball with stars design,35.00,,images\product_116.jpg,"Can't find my Silver League Ball, I last had it in the computer lab, it's fairly common looking but mine has a tiny mark"
117,Head Ti.S6 Tennis Racket,Sports Equipment,Maroon Titanium tennis racket with oversized head,59.99,,images\product_117.jpg,"Somebody please help me find my Maroon Tennis Racket, I left it in the mechanical workshop, kind of scratched up from daily use"
118,Fitbit Inspire 3 Fitness Tracker,Sports Equipment,Teal Slim fitness tracker with stress management and sleep tracking,99.95,,images\product_118.jpg,"Somebody please help me find my Teal Fitness Tracker, I left it in the student center, medium-sized, nothing fancy"
119,SG Cricket Helmet,Sports Equipment,Olive Adjustable cricket helmet with mesh visor and chin strap,28.00,,images\product_119.jpg,"Left my Olive Cricket Helmet at the sports complex and someone might have taken it, it's medium-sized, nothing fancy"
120,Nike Mercurial Football Boots,Sports Equipment,Teal Lightweight football boots with ACC technology,120.00,,images\product_120.jpg,"Left my Teal Football Boots near the library and someone might have taken it, it's the one I use for college"
121,Apple iPad 10th Gen with Pencil,Stationery,Maroon 10.9 inch tablet with 64GB storage and Apple Pencil,449.00,,images\product_121.jpg,"Can't find my Maroon with Pencil, I last had it in the art room, it's has my initials written somewhere on it"
122,Staedtler Triplus Fineliner Set,Stationery,Silver 20-color set of fine tip marker pens in desktop stand case,18.49,,images\product_122.jpg,"Missing my Silver Fineliner Set since yesterday, probably in the laundry room, it's the one I use for college"
123,Texas Instruments TI-84 Plus CE,Stationery,Light blue Graphing calculator with color display and rechargeable battery,118.00,,images\product_123.jpg,"Can't find my Light blue Plus CE, I last had it in the art room, it's kind of scratched up from daily use"
124,Five Star 5-Subject Notebook,Stationery,Silver 200-page college-ruled spiral notebook with 5 divider tabs,11.49,,images\product_124.jpg,"I think I dropped my Silver 5-Subject Notebook in the computer lab, it's a little dusty but in good condition"
125,Zebra Sarasa Clip Gel Pen Set,Stationery,White 10-pack retractable gel pens with rubber grip,12.99,,images\product_125.jpg,"Missing my White Pen Set since yesterday, probably in the lecture hall, it's a little dusty but in good condition"
126,Post-it Super Sticky Notes 3x3,Stationery,Olive Pack of 12 pads in bright neon colors,18.99,,images\product_126.jpg,"Has anyone seen a Olive Notes 3x3? I lost it in the hostel lobby, it was fairly common looking but mine has a tiny mark"
127,Swingline Desktop Stapler,Stationery,Charcoal Metal stapler with 20-sheet capacity and built-in remover,8.49,,images\product_127.jpg,"Can't find my Charcoal Desktop Stapler, I last had it in the reading room, it's the everyday-use kind"
128,Classmate Pulse Notebook 6-Subject,Stationery,Maroon Single line ruled 300-page spiral notebook with soft cover,4.99,,images\product_128.jpg,"Left my Maroon Notebook 6-Subject at the food court and someone might have taken it, it's a little dusty but in good condition"
129,Faber-Castell Geometry Box,Stationery,Silver Metal geometry instrument box with compass and protractor,6.99,,images\product_129.jpg,"Missing my Silver Geometry Box since yesterday, probably in the cafeteria, it's got it as a birthday gift"
130,Parker Vector Standard Fountain Pen,Stationery,Black Matte fountain pen with stainless steel nib,8.99,,images\product_130.jpg,"Left my Black Fountain Pen near the main gate and someone might have taken it, it's the standard one everyone uses"
131,Cello Butterflow Ball Pen Pack of 10,Stationery,Olive Smooth writing ball pens with comfortable grip,2.50,,images\product_131.jpg,"Has anyone seen a Olive of 10? I lost it in the common room, it was pretty new, bought it last month"
132,Doms Colour Pencils 24 Shades,Stationery,Mint green 24-shade colour pencil set in flat tin box with sharpener,3.99,,images\product_132.jpg,"Can't find my Mint green 24 Shades, I last had it in the art room, it's the one I use for college"
